country,date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,region,country_name
SWE,2023-03-09,81036,663,0,15,0,0,2023-03-10 04:21:03,80373,15,0.0082,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Dalarna', 'lat': '61.0917', 'long': '14.6664', 'cities': []}",Zweden
SWE,2023-03-09,76018,841,0,11,1,0,2023-03-10 04:21:03,75177,10,0.0111,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Gavleborg', 'lat': '61.3012', 'long': '16.1534', 'cities': []}",Zweden
SWE,2023-03-09,12356,101,0,3,0,0,2023-03-10 04:21:03,12255,3,0.0082,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Gotland', 'lat': '57.4684', 'long': '18.4867', 'cities': []}",Zweden
SWE,2023-03-09,113192,651,0,49,0,0,2023-03-10 04:21:03,112541,49,0.0058,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Halland', 'lat': '56.8967', 'long': '12.8034', 'cities': []}",Zweden
SWE,2023-03-09,35377,225,0,8,0,0,2023-03-10 04:21:03,35152,8,0.0064,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Jamtland Harjedalen', 'lat': '63.1712', 'long': '14.9592', 'cities': []}",Zweden
SWE,2023-03-09,92621,859,0,55,3,0,2023-03-10 04:21:03,91762,52,0.0093,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Jonkoping', 'lat': '57.3708', 'long': '14.3439', 'cities': []}",Zweden
SWE,2023-03-09,65694,455,0,16,3,0,2023-03-10 04:21:03,65239,13,0.0069,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Kalmar', 'lat': '57.235', 'long': '16.1849', 'cities': []}",Zweden
SWE,2023-03-09,54019,445,0,14,0,0,2023-03-10 04:21:03,53574,14,0.0082,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Kronoberg', 'lat': '56.7183', 'long': '14.4115', 'cities': []}",Zweden
SWE,2023-03-09,52095,557,0,23,3,0,2023-03-10 04:21:03,51538,20,0.0107,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Norrbotten', 'lat': '66.8309', 'long': '20.3992', 'cities': []}",Zweden
SWE,2023-03-09,104344,628,0,22,3,0,2023-03-10 04:21:03,103716,19,0.006,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Orebro', 'lat': '59.535', 'long': '15.0066', 'cities': []}",Zweden
SWE,2023-03-09,101906,1031,0,58,4,0,2023-03-10 04:21:03,100875,54,0.0101,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Ostergotland', 'lat': '58.3454', 'long': '15.5198', 'cities': []}",Zweden
SWE,2023-03-09,357548,2996,0,107,4,0,2023-03-10 04:21:03,354552,103,0.0084,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Skane', 'lat': '55.9903', 'long': '13.5958', 'cities': []}",Zweden
SWE,2023-03-09,71803,794,0,11,0,0,2023-03-10 04:21:03,71009,11,0.0111,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Sormland', 'lat': '59.0336', 'long': '16.7519', 'cities': []}",Zweden
SWE,2023-03-09,620000,6239,0,161,9,0,2023-03-10 04:21:03,613761,152,0.0101,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Stockholm', 'lat': '59.6025', 'long': '18.1384', 'cities': []}",Zweden
SWE,2023-03-09,97754,823,0,47,1,0,2023-03-10 04:21:03,96931,46,0.0084,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Uppsala', 'lat': '60.0092', 'long': '17.2715', 'cities': []}",Zweden
SWE,2023-03-09,73008,515,0,27,1,0,2023-03-10 04:21:03,72493,26,0.0071,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Varmland', 'lat': '59.7294', 'long': '13.2354', 'cities': []}",Zweden
SWE,2023-03-09,62564,464,0,33,0,0,2023-03-10 04:21:03,62100,33,0.0074,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Vasterbotten', 'lat': '65.3337', 'long': '16.5162', 'cities': []}",Zweden
SWE,2023-03-09,58776,791,0,15,0,0,2023-03-10 04:21:03,57985,15,0.0135,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Vasternorrland', 'lat': '63.4276', 'long': '17.7292', 'cities': []}",Zweden
SWE,2023-03-09,81139,642,0,14,3,0,2023-03-10 04:21:03,80497,11,0.0079,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Vastmanland', 'lat': '59.6714', 'long': '16.2159', 'cities': []}",Zweden
SWE,2023-03-09,455748,3845,0,111,11,0,2023-03-10 04:21:03,451903,100,0.0084,"{'iso': 'SWE', 'name': 'Sweden', 'province': 'Vastra Gotaland', 'lat': '58.2528', 'long': '13.0596', 'cities': []}",Zweden
